ID,Total_Area_sqft,Bedrooms,City,Country,Distance_to_CityCenter_km,Price,Population_Density,Year_to_build
7055,2717,3,Toronto,Canada,5.649376,1450.7028,7621,2025
7117,1944,8,Toronto,Canada,6.70618,1762.2773,7207,2004
7130,753,5,Ottawa,Canada,7.16283,432.54803,10977,2020
7141,1647,4,Toronto,Canada,10.163242,765.2006,8086,2016
7332,1036,2,Montreal,Canada,6.927874,459.93378,1162,2021
7338,952,3,Toronto,Canada,6.835747,537.05743,7622,2023
7364,2630,6,Ottawa,Canada,3.491748,2420.059,6542,2011
7406,466,9,Calgary,Canada,9.455373,230.5243,5736,2023
7424,1550,4,Toronto,Canada,1.849998,1200.1427,10609,2009
7460,2881,4,Toronto,Canada,18.895506,1052.3142,10836,2023
7490,680,4,Vancouver,Canada,9.312607,459.3125,9056,2022
7554,1109,3,Vancouver,Canada,7.8555875,486.99332,5373,2024
7607,1752,4,Montreal,Canada,9.233344,896.9148,11828,2022
7683,1265,4,Ottawa,Canada,12.158687,785.857,6978,2019
7778,1844,5,Montreal,Canada,7.246258,1016.8163,11495,2022
7803,1030,5,Calgary,Canada,6.2402024,527.3626,11668,2024
7817,1123,2,Ottawa,Canada,5.8311486,570.5716,7271,2025
7833,1341,4,Montreal,Canada,2.7311144,944.97174,8555,2025
7856,1552,4,Montreal,Canada,7.042384,716.14856,5182,2024
8155,1061,7,Calgary,Canada,15.942967,349.07266,4566,2018
8215,985,3,Toronto,Canada,3.854273,654.491,11419,2020
8267,910,5,Calgary,Canada,10.404521,394.84155,4529,2022
8292,662,4,Calgary,Canada,7.103473,387.19977,4346,2022
8306,981,2,Montreal,Canada,1.7390171,613.63873,11262,2019
8363,1135,4,Vancouver,Canada,6.772828,586.5313,12034,2015
8395,663,3,Toronto,Canada,13.604558,309.9127,9085,2023
8409,3039,6,Vancouver,Canada,1.2884077,2428.5518,10943,2025
8416,1809,3,Ottawa,Canada,2.8392727,1141.0537,4740,2023
8455,1393,5,Calgary,Canada,8.341611,830.96387,14280,2019
8486,1872,4,Calgary,Canada,7.471655,917.9347,7972,2004
8509,1352,4,Calgary,Canada,0.8678349,824.80035,11524,2009
8565,903,3,Ottawa,Canada,6.3342457,537.978,13933,2016
8568,1637,3,Calgary,Canada,0.30431378,1030.7441,10506,2024
8572,2657,6,Ottawa,Canada,9.919,1388.5012,14768,2025
8610,609,4,Ottawa,Canada,2.3241956,467.83163,14228,2022
8618,1349,3,Toronto,Canada,7.2828956,774.98914,9708,2015
8648,1081,7,Ottawa,Canada,10.701246,734.802,7783,2012
8667,2170,7,Toronto,Canada,5.6746173,1311.8314,10949,2022
8668,3670,3,Montreal,Canada,5.4746675,2230.0532,10979,2018
8686,953,4,Toronto,Canada,15.483627,405.3395,12773,2021
8696,945,2,Toronto,Canada,3.8890364,466.9936,11587,2023
8708,1286,5,Ottawa,Canada,3.9008632,689.74835,6719,2022
8709,1402,2,Toronto,Canada,12.279954,445.5662,5022,2024
8740,897,5,Toronto,Canada,21.276875,399.93842,4505,2024
8791,613,3,Calgary,Canada,9.217627,271.7814,14176,2020
8808,2733,5,Calgary,Canada,2.1558146,2109.5042,10361,2025
8828,1638,5,Toronto,Canada,2.792185,1489.3029,8376,2023
8829,1221,5,Calgary,Canada,2.4571826,860.39136,16625,2023
8845,916,5,Montreal,Canada,3.2893884,641.2701,6736,2019
8851,1021,3,Vancouver,Canada,12.301594,498.65866,9336,2024
8889,560,6,Montreal,Canada,5.7657647,382.76926,11525,2017
8908,1017,7,Toronto,Canada,19.395288,404.60883,3954,2024
8984,402,3,Calgary,Canada,7.246115,208.73354,12819,2018
9052,1348,5,Montreal,Canada,2.8972766,1298.9661,3920,2025
9072,1135,3,Toronto,Canada,4.1489305,749.2148,4880,2025
9082,2690,2,Calgary,Canada,5.9463525,1173.8723,14909,2017
9100,2224,4,Toronto,Canada,6.551708,1535.1685,11515,2024
9127,1300,4,Calgary,Canada,6.05145,876.747,12993,2025
9225,3377,3,Montreal,Canada,7.1332297,1522.3085,7134,2011
9256,568,4,Vancouver,Canada,3.7689705,449.51404,3842,2025
9274,871,2,Ottawa,Canada,13.4089775,297.14926,12770,2000
9279,1521,3,Toronto,Canada,2.0858645,915.3958,11641,2023
9336,1811,5,Montreal,Canada,9.386991,1289.645,3274,2009
9342,690,3,Vancouver,Canada,5.5792036,530.13916,9112,2024
9349,894,2,Ottawa,Canada,23.96353,204.26866,13088,2015
9478,2233,2,Ottawa,Canada,2.662754,1364.2091,8213,2006
9519,872,4,Vancouver,Canada,13.260631,374.9874,9158,2022
9786,528,3,Calgary,Canada,7.0620418,246.49971,9044,2020
9807,3306,3,Toronto,Canada,12.153632,1716.5726,8721,2025
9826,2337,4,Ottawa,Canada,3.0132952,1348.2906,13207,2025
10051,712,3,Ottawa,Canada,2.9951231,433.44934,6830,2017
10069,2426,2,Toronto,Canada,5.5696816,1411.0045,12589,2022
10078,670,6,Calgary,Canada,9.132561,336.60422,12152,2023
10086,2426,4,Calgary,Canada,3.184055,1533.5784,12058,2023
10100,834,4,Toronto,Canada,2.7548842,515.12305,7601,2024
10161,1772,1,Ottawa,Canada,24.162477,356.06302,12529,2024
10182,825,5,Vancouver,Canada,9.641495,481.40308,5491,2019
10232,1275,2,Vancouver,Canada,1.3156866,948.463,10079,2018
10243,1408,5,Calgary,Canada,5.345101,946.14417,11946,2014
10278,1702,6,Vancouver,Canada,6.6061172,969.4941,10473,2025
10288,1207,7,Vancouver,Canada,4.1096225,988.5889,11350,2017
10305,732,4,Ottawa,Canada,6.8187337,415.27426,11623,2009
10401,830,3,Toronto,Canada,6.391008,523.9496,5753,2025
10453,2961,3,Calgary,Canada,5.713564,1381.065,16498,2024
10532,1249,8,Vancouver,Canada,2.6303294,1050.0757,7888,2025
10574,1336,6,Ottawa,Canada,12.08128,851.4609,2458,2016
10640,1421,6,Montreal,Canada,0.93870556,1295.4307,7611,2016
10762,1382,4,Montreal,Canada,5.352836,776.4523,8820,2023
10805,653,6,Vancouver,Canada,5.803379,471.2589,1639,2022
10872,1095,6,Ottawa,Canada,4.6331024,924.3979,10352,2019
10920,939,4,Toronto,Canada,13.63555,513.0643,3716,2024
10945,3266,4,Toronto,Canada,1.9132117,2422.7117,7599,2025
10967,1648,8,Toronto,Canada,6.4843917,1154.0162,12676,2010
10970,1298,3,Montreal,Canada,2.5659857,789.47076,8626,2023
10997,754,10,Ottawa,Canada,8.554817,665.136,14599,2008
11013,2129,1,Montreal,Canada,3.6819289,1182.861,3967,2022
11069,1241,3,Toronto,Canada,0.9819454,1252.0232,8027,2023
11209,2834,2,Montreal,Canada,11.48372,1650.7504,9284,2023
11250,710,6,Montreal,Canada,1.242009,568.5169,11171,2018
11381,2463,7,Vancouver,Canada,8.182306,1543.8927,2442,2024
11406,1879,3,Calgary,Canada,3.1748207,1106.5048,3633,2023
11427,670,6,Toronto,Canada,15.909389,315.4592,9670,2017
11433,920,6,Calgary,Canada,3.8795598,581.27423,16269,2006
11458,558,7,Calgary,Canada,1.8720868,386.94608,14778,2024
11497,1321,3,Ottawa,Canada,3.2921102,823.13916,6517,2020
11520,1402,6,Toronto,Canada,2.318592,875.60297,2652,2025
11650,1541,8,Montreal,Canada,2.442642,1641.8276,7679,2019
11706,1062,4,Calgary,Canada,3.1861534,802.3307,2088,2022
11728,849,8,Calgary,Canada,5.7745748,588.6466,8632,2023
11788,2772,2,Ottawa,Canada,2.5137832,1449.5057,7939,2023
11826,1281,2,Ottawa,Canada,10.920128,582.90424,13909,2020
11877,1339,4,Montreal,Canada,7.4952655,813.5925,9429,2021
11919,3041,2,Vancouver,Canada,7.726571,1093.5437,3853,2023
11977,980,4,Calgary,Canada,1.8752915,587.74304,1300,2024
11980,1144,4,Calgary,Canada,3.4492168,646.26636,9481,2020
12019,2633,1,Vancouver,Canada,1.3928518,1565.8899,9696,2024
12038,1488,9,Ottawa,Canada,9.412981,969.779,9017,2024
12158,4010,3,Toronto,Canada,3.3043647,2577.9966,10519,2000
12181,1164,3,Vancouver,Canada,5.8921685,567.82294,3600,2021
12220,1427,8,Toronto,Canada,7.787423,883.9989,12059,2019
12255,570,4,Calgary,Canada,10.364874,269.9228,9344,2023
12303,792,2,Calgary,Canada,13.518416,255.58531,6887,2015
12341,2535,3,Calgary,Canada,15.537589,739.233,9901,2022
12393,1301,3,Calgary,Canada,4.9216714,608.9124,10140,2024
12424,828,5,Toronto,Canada,11.863862,453.18265,2672,2024
12475,1657,3,Toronto,Canada,2.1765778,1187.1869,12800,2023
12649,1402,2,Vancouver,Canada,3.283376,755.29974,7725,2016
12651,1366,4,Toronto,Canada,6.5502706,700.017,6242,2021
12730,2050,2,Toronto,Canada,13.548775,750.52,8486,2025
12827,701,3,Calgary,Canada,14.195117,260.0767,8365,2025
13002,628,4,Ottawa,Canada,10.574448,263.84064,14179,2021
13011,1684,5,Montreal,Canada,5.1463413,987.22455,12307,2025
13085,1984,4,Toronto,Canada,8.933018,1152.0011,5379,2025
13107,905,2,Vancouver,Canada,18.509552,278.95767,9278,2025
13115,647,4,Montreal,Canada,3.811067,394.00925,6248,2024
13175,1889,3,Calgary,Canada,2.7234397,1044.1174,3280,2015
13252,742,8,Toronto,Canada,22.343699,355.65134,11428,2025
13282,1544,8,Ottawa,Canada,1.4972545,1427.2667,11329,2021
13307,820,10,Montreal,Canada,10.184711,471.82187,8815,2012
13343,1215,4,Toronto,Canada,3.243005,947.2334,6972,2012
13379,1460,3,Toronto,Canada,16.040663,468.09933,10211,2021
13382,678,4,Toronto,Canada,4.955464,427.8836,7864,2018
13384,1404,7,Ottawa,Canada,1.7827795,1158.2197,12413,2025
13410,891,7,Montreal,Canada,4.4532022,667.9296,2399,2025
13411,844,2,Calgary,Canada,4.106575,363.9049,6305,2024
13492,1429,4,Calgary,Canada,10.004659,807.05865,16402,2018
13499,1024,3,Vancouver,Canada,2.6223197,636.92444,2049,2015
13500,767,2,Toronto,Canada,1.3993145,484.12012,12365,2018
13528,2745,3,Vancouver,Canada,9.683992,1147.2395,11397,2021
13591,880,2,Ottawa,Canada,12.76477,300.33813,5444,2017
13613,2132,2,Vancouver,Canada,4.09477,996.1029,1758,2020
13643,1663,3,Vancouver,Canada,5.3871365,869.2686,5275,2019
13693,1344,3,Toronto,Canada,3.2989473,1043.2789,9491,2024
13696,602,5,Calgary,Canada,3.1521163,454.16113,12765,2025
13781,1432,2,Montreal,Canada,16.089073,580.9274,7815,2022
13833,941,7,Toronto,Canada,4.4417105,943.37195,2727,2020
13843,1026,7,Vancouver,Canada,0.13558325,1055.029,3164,2005
13909,1844,2,Ottawa,Canada,4.798499,924.3594,14861,2022
13910,2709,4,Calgary,Canada,12.924005,1107.6757,2295,2022
13914,1712,2,Toronto,Canada,2.4381917,1236.6857,7173,2016
13977,1293,4,Vancouver,Canada,9.940937,627.37317,9379,2013
14114,952,4,Toronto,Canada,1.2642201,951.2986,11804,2020
14140,1136,2,Toronto,Canada,19.258354,344.81046,9607,2001
14145,1177,5,Toronto,Canada,6.806494,679.1429,5302,2015
14308,1573,5,Calgary,Canada,6.3700438,1177.3562,12873,2015
14309,2851,7,Montreal,Canada,2.859303,3074.382,6548,2022
14368,707,3,Vancouver,Canada,9.85988,318.44742,10432,2018
14406,807,5,Vancouver,Canada,12.950137,331.38773,10732,2015
14514,2474,1,Ottawa,Canada,7.9754467,946.6544,4285,2020
14520,1136,2,Montreal,Canada,9.209202,341.77478,5360,2010
14593,1856,4,Montreal,Canada,2.658539,1357.3854,8604,2023
14600,2121,7,Toronto,Canada,8.695627,2379.9458,7032,2011
14625,1644,3,Montreal,Canada,10.192496,808.78925,12881,2013
14652,592,7,Calgary,Canada,2.4256194,427.07263,2899,2014
14728,1409,5,Toronto,Canada,21.512426,441.77536,7080,2017
14796,1399,6,Calgary,Canada,2.270909,1000.87524,15169,2024
14889,3173,4,Ottawa,Canada,19.077127,1001.6519,8258,2025
14975,1736,3,Calgary,Canada,4.0528717,806.5159,9819,2023
15037,837,2,Ottawa,Canada,3.9322596,406.53232,12573,2025
15082,864,2,Ottawa,Canada,5.070538,430.81686,5673,2017
15098,1470,4,Montreal,Canada,3.653737,802.2794,12056,2020
15114,450,2,Ottawa,Canada,9.269922,181.0836,6970,2022
15144,1830,2,Vancouver,Canada,3.7094908,1173.3878,2630,2016
15147,3279,7,Montreal,Canada,5.0855765,2569.404,9568,2018
15155,480,3,Toronto,Canada,2.4672282,337.65405,7749,2019
15213,838,2,Calgary,Canada,18.211073,331.44968,6752,2024
15254,865,2,Toronto,Canada,4.1157875,400.1154,1892,2019
15262,1329,3,Montreal,Canada,3.8576589,603.3341,8807,2017
15338,552,2,Calgary,Canada,1.0705721,398.7183,6394,2013
15348,860,3,Toronto,Canada,5.19719,446.12408,12536,2015
15451,912,5,Montreal,Canada,2.8078063,667.37115,4107,2020
15463,1153,3,Ottawa,Canada,0.7121108,1079.3439,6361,1996
15491,1754,2,Montreal,Canada,12.260553,690.9392,3038,2013
15523,875,4,Vancouver,Canada,12.0709,274.75534,6338,2014
15631,1058,3,Vancouver,Canada,5.317321,765.87415,7457,2025
15639,720,1,Toronto,Canada,7.9538455,329.33673,6736,2024
15640,1057,6,Vancouver,Canada,3.7312465,751.8775,8893,2023
15704,1669,4,Ottawa,Canada,15.980236,520.71356,12441,2017
15726,944,3,Vancouver,Canada,11.361615,561.7905,8821,2020
15734,867,6,Toronto,Canada,4.7391677,619.1739,9862,2022
15757,1559,4,Vancouver,Canada,3.391475,838.1046,3864,2013
15808,1169,2,Calgary,Canada,8.68542,457.73825,8873,2017
15876,858,3,Toronto,Canada,14.449017,390.32538,11949,2024
15883,1839,2,Ottawa,Canada,2.5438159,1033.8533,7391,2020
15952,1969,3,Montreal,Canada,1.861448,1497.43,7924,2021
15983,1459,4,Montreal,Canada,1.7289429,986.51117,6041,2016
16030,1367,5,Montreal,Canada,4.974017,1310.0844,10500,2023
16045,697,9,Vancouver,Canada,4.9026523,560.8637,5803,2021
16079,1485,3,Montreal,Canada,10.458838,631.1454,11717,1999
16094,854,2,Vancouver,Canada,2.8414354,503.4579,9840,2021
16202,1261,1,Calgary,Canada,3.6690686,628.00604,15226,2025
16213,891,4,Calgary,Canada,3.4641373,495.57327,8528,2021
16224,1752,7,Montreal,Canada,4.938975,1180.5741,5405,2021
16236,773,6,Montreal,Canada,1.8430529,586.7728,4339,2017
16296,538,2,Vancouver,Canada,9.190757,248.3952,10360,2021
16297,1857,2,Toronto,Canada,11.125583,721.299,8245,2008
16308,1351,7,Toronto,Canada,6.6033115,1043.9637,5792,2025
16333,643,7,Vancouver,Canada,1.2623625,563.6636,3960,2021
16342,4271,3,Ottawa,Canada,1.3566186,3070.287,12805,2024
16393,2072,2,Ottawa,Canada,9.056014,1104.461,10793,2009
16407,1058,7,Ottawa,Canada,4.1966405,842.4755,10537,2017
16439,1004,5,Toronto,Canada,3.455216,673.95984,2542,2016
16455,1206,3,Vancouver,Canada,7.1535797,588.0764,5613,2021
16534,2351,3,Vancouver,Canada,0.8319806,2132.686,6500,2021
16570,759,4,Toronto,Canada,7.1472716,420.671,5985,1997
16584,1340,3,Montreal,Canada,4.989221,712.5393,11542,2024
16641,1186,2,Montreal,Canada,4.3176007,629.0031,10554,2000
16693,1036,4,Toronto,Canada,1.8760931,770.5209,4198,2025
16707,1515,4,Toronto,Canada,4.3014765,982.9687,3406,2024
16708,1432,4,Vancouver,Canada,12.454444,627.27454,3466,2015
16712,944,4,Montreal,Canada,35.144848,212.03299,11946,2025
16718,2140,4,Ottawa,Canada,5.3800793,1490.184,5589,2024
16725,675,2,Ottawa,Canada,13.635421,200.66542,15522,2017
16735,1232,3,Calgary,Canada,4.2851286,635.7981,3350,2021
16770,760,2,Montreal,Canada,1.398923,408.9233,12545,2017
16842,927,4,Ottawa,Canada,14.863496,374.2439,4596,2025
16879,915,2,Vancouver,Canada,12.212136,454.51746,11910,2019
16928,1365,5,Vancouver,Canada,3.8332775,980.3001,9735,2021
16951,632,1,Toronto,Canada,16.64923,191.13113,11427,2022
16962,2191,2,Montreal,Canada,2.0942886,1327.1095,11762,2018
16973,1398,4,Montreal,Canada,5.4699435,822.25183,4375,2024
17117,1683,4,Ottawa,Canada,3.4475868,1092.6222,13988,2025
17118,1057,2,Toronto,Canada,1.4628357,751.9028,4681,2025
17406,1930,3,Ottawa,Canada,11.822224,808.12805,11641,2017
17487,1282,5,Vancouver,Canada,1.1092043,1179.5411,8160,2024
17565,2039,5,Calgary,Canada,8.487227,1240.4387,5290,2024
17594,1673,3,Toronto,Canada,2.3614883,1069.203,12161,2024
17602,732,3,Ottawa,Canada,6.687962,347.31903,14715,2014
17786,2103,4,Ottawa,Canada,4.482584,1372.5759,7116,2024
17886,1899,3,Ottawa,Canada,7.883642,1029.4839,10470,2017
17935,2744,2,Calgary,Canada,9.065028,1152.7996,8876,2025
17943,1219,2,Calgary,Canada,5.5032783,655.04236,4551,2017
